Surname_Group,UniqueTransported,TransportedCount,TotalPeople,Group,AllSameTransported,NotTransportedCount
Jamai_9024,1,1,1,9024,True,0
Jarvey_1739,1,1,1,1739,True,0
Jarvey_2456,1,0,1,2456,True,1
Jarvey_4837,1,1,1,4837,True,0
Jarvey_5907,1,1,1,5907,True,0
Jarvey_6099,1,1,1,6099,True,0
Jarvey_658,1,0,1,658,True,1
Jeffey_1507,1,0,3,1507,True,3
Jeffey_2065,1,0,1,2065,True,1
Jeffey_2852,1,0,1,2852,True,1
Jenkinnedy_6762,1,0,1,6762,True,1
Jenkinnedy_8186,2,2,3,8186,False,1
Jenningley_3743,1,0,1,3743,True,1
Jenningley_460,1,1,1,460,True,0
Jenson_1855,2,1,2,1855,False,1
Jenson_6334,2,5,6,6334,False,1
Jenson_6857,1,0,1,6857,True,1
Jenson_6972,1,0,1,6972,True,1
Jenson_7359,1,1,1,7359,True,0
Jimes_1443,1,1,1,1443,True,0
Jimes_286,1,0,1,286,True,1
Jimes_4896,1,0,1,4896,True,1
Jimes_5716,1,1,1,5716,True,0
Johnsby_2186,1,0,1,2186,True,1
Johnsby_2471,1,0,1,2471,True,1
Johnsby_2647,1,0,1,2647,True,1
Johnsby_3423,1,1,1,3423,True,0
Johnsby_3739,1,0,1,3739,True,1
Johnsby_949,1,1,1,949,True,0
Johnshines_172,1,1,1,172,True,0
Johnshines_2463,1,0,1,2463,True,1
Johnshines_4989,1,0,1,4989,True,1
Johnshines_51,1,0,1,51,True,1
Johnshines_8734,1,1,1,8734,True,0
Johnshines_9078,1,0,1,9078,True,1
Johnsondez_2123,2,1,2,2123,False,1
Johnsondez_6910,1,0,1,6910,True,1
Johnsondez_8628,1,0,1,8628,True,1
Jorden_2810,1,0,1,2810,True,1
Jorden_430,1,1,1,430,True,0
Jorden_7955,1,0,1,7955,True,1
Jorden_8796,1,0,4,8796,True,4
Josesh_2431,1,0,1,2431,True,1
Josesh_5767,1,1,1,5767,True,0
Josesh_7514,1,0,1,7514,True,1
Josey_1613,1,0,1,1613,True,1
Josey_234,1,0,1,234,True,1
Josey_3350,1,1,1,3350,True,0
Josey_5133,2,1,2,5133,False,1
Josey_560,1,1,1,560,True,0
Josey_5808,1,0,3,5808,True,3
Josey_677,1,0,1,677,True,1
Joycerton_2080,1,0,1,2080,True,1
Joycerton_3476,1,1,1,3476,True,0
Joycerton_3991,1,0,1,3991,True,1
Joycerton_5109,1,1,1,5109,True,0
Joycerton_5725,1,1,1,5725,True,0
Joycerton_5912,1,1,1,5912,True,0
Joycerton_6302,1,1,1,6302,True,0
Joycerton_7360,1,1,1,7360,True,0
Joyneidez_3110,1,1,1,3110,True,0
Joyneidez_3491,1,0,1,3491,True,1
Joyneidez_523,1,1,1,523,True,0
Joyneidez_8447,1,0,1,8447,True,1
Joynewtonks_2110,1,0,1,2110,True,1
Joynewtonks_4746,1,0,1,4746,True,1
Joynewtonks_5012,1,1,1,5012,True,0
Juartis_1005,1,0,1,1005,True,1
Juartis_4518,1,0,1,4518,True,1
Kad_7240,1,2,2,7240,True,0
Kad_8667,1,0,1,8667,True,1
Kake_1393,1,0,1,1393,True,1
Kaney_4260,1,1,1,4260,True,0
Kaney_5346,1,1,1,5346,True,0
Kaney_5718,1,1,1,5718,True,0
Kart_2313,1,0,1,2313,True,1
Kart_6370,1,1,1,6370,True,0
Kart_8088,1,0,1,8088,True,1
Kart_8150,2,2,3,8150,False,1
Karte_5643,2,1,2,5643,False,1
Kashe_3841,1,0,1,3841,True,1
Kashe_4061,2,1,2,4061,False,1
Kashe_4506,1,0,1,4506,True,1
Kashe_7313,1,0,1,7313,True,1
Kashe_9251,1,1,1,9251,True,0
Katte_2558,1,4,4,2558,True,0
Katte_6614,1,1,1,6614,True,0
Katte_7408,1,0,1,7408,True,1
Katte_813,1,1,1,813,True,0
Kaufmaneyes_3564,1,0,1,3564,True,1
Kaufmaneyes_8509,1,0,1,8509,True,1
Keen_64,1,1,1,64,True,0
Keithunts_1499,1,0,1,1499,True,1
Keithunts_3650,1,1,1,3650,True,0
Keithunts_5450,1,1,1,5450,True,0
Keithunts_5494,1,1,1,5494,True,0
Kellson_2498,1,0,1,2498,True,1
Kellson_6390,1,1,1,6390,True,0
Kellson_6414,1,1,1,6414,True,0
Kellson_7061,1,1,1,7061,True,0
Kellynn_2961,1,0,1,2961,True,1
Kellynn_3272,1,2,2,3272,True,0
Kellynn_7069,1,0,1,7069,True,1
Kellyons_3162,1,1,1,3162,True,0
Kellyons_4274,1,1,1,4274,True,0
Kellyons_6548,1,1,1,6548,True,0
Kellyons_6606,1,0,1,6606,True,1
Kellyons_6796,1,0,1,6796,True,1
Kellyons_9079,1,1,1,9079,True,0
Kennetty_1631,1,0,1,1631,True,1
Kennetty_3484,2,1,2,3484,False,1
Kennetty_3760,1,1,1,3760,True,0
Kenzierry_4431,1,0,1,4431,True,1
Kenzierry_9080,1,0,1,9080,True,1
Kepie_7632,1,0,1,7632,True,1
Kepie_8585,1,0,1,8585,True,1
Kerrealds_5706,1,1,1,5706,True,0
Kerrealds_5733,1,1,1,5733,True,0
Kerristicey_2627,1,0,1,2627,True,1
Kerristicey_3966,2,2,3,3966,False,1
Kerristicey_5944,1,1,1,5944,True,0
Kerristicey_5994,1,0,1,5994,True,1
Kerristicey_6730,1,1,1,6730,True,0
Kha_4577,1,1,1,4577,True,0
Khaf_3096,1,1,1,3096,True,0
Khaf_5192,1,1,1,5192,True,0
Khaf_7246,1,0,1,7246,True,1
Khaf_7721,1,1,1,7721,True,0
Khake_6896,2,2,3,6896,False,1
Khart_5052,1,1,1,5052,True,0
Khart_5326,1,1,1,5326,True,0
Kiddley_4946,1,0,1,4946,True,1
Kiddley_5027,1,0,1,5027,True,1
Kiddley_5972,1,1,1,5972,True,0
Kiddley_6669,1,1,1,6669,True,0
Kiddley_8261,1,0,1,8261,True,1
Kidie_3706,2,1,2,3706,False,1
Kidne_1114,1,0,2,1114,True,2
Kidne_7488,2,1,2,7488,False,1
Kie_6054,1,1,1,6054,True,0
Kie_8850,1,0,1,8850,True,1
Kiling_642,2,4,5,642,False,1
Kiling_7837,1,2,2,7837,True,0
Kiling_992,2,2,4,992,False,2
Kill_8577,1,1,1,8577,True,0
Killé_1992,1,1,1,1992,True,0
Killé_3775,1,1,1,3775,True,0
Killé_5802,1,1,1,5802,True,0
Kimons_1999,1,0,1,1999,True,1
Kimons_2687,1,1,1,2687,True,0
Kimons_2759,1,0,1,2759,True,1
Kimons_517,1,0,1,517,True,1
Kimons_6068,1,1,1,6068,True,0
Kimons_7996,1,0,1,7996,True,1
Kimons_919,1,0,1,919,True,1
Kimpson_2262,1,0,1,2262,True,1
Kimpson_7134,1,1,1,7134,True,0
Kimpson_8121,1,1,1,8121,True,0
Kin_5984,2,1,2,5984,False,1
Kin_905,1,0,1,905,True,1
Kinad_5971,1,0,1,5971,True,1
Kinad_6825,1,1,1,6825,True,0
Kinad_7309,1,0,1,7309,True,1
Kinad_7774,1,1,1,7774,True,0
Kine_2912,1,0,1,2912,True,1
Kine_3839,1,0,1,3839,True,1
Kinie_2096,1,0,1,2096,True,1
Kinie_6176,1,1,1,6176,True,0
Kinson_1414,1,0,1,1414,True,1
Kinson_2024,1,2,2,2024,True,0
Kinson_4365,1,0,1,4365,True,1
Kinson_86,1,0,1,86,True,1
Kirklander_303,1,1,1,303,True,0
Kirklander_490,1,1,1,490,True,0
Kirklander_8986,1,0,2,8986,True,2
Kirks_2082,1,0,1,2082,True,1
Kirks_2272,1,1,1,2272,True,0
Kirks_3594,1,1,1,3594,True,0
Kirks_4830,1,0,1,4830,True,1
Kirks_8027,1,0,1,8027,True,1
Kirks_8545,1,0,1,8545,True,1
Kité_2096,1,0,1,2096,True,1
Kité_4034,1,0,1,4034,True,1
Kité_4194,1,1,1,4194,True,0
Kité_5380,1,0,1,5380,True,1
Klindsayer_3394,1,1,1,3394,True,0
Klindsayer_5130,1,1,1,5130,True,0
Klindsayer_5300,1,1,1,5300,True,0
Klindsayer_9140,1,1,1,9140,True,0
Klindsey_1239,1,1,1,1239,True,0
Klindsey_1520,1,1,1,1520,True,0
Klindsey_3270,1,1,1,3270,True,0
Klindsey_795,1,0,1,795,True,1
Klindsey_8071,1,1,1,8071,True,0
Klindsey_8462,1,1,1,8462,True,0
Klinson_385,1,0,1,385,True,1
Klinson_611,1,1,1,611,True,0
Klinson_8603,1,0,1,8603,True,1
Knie_9126,1,1,1,9126,True,0
Knik_178,1,0,1,178,True,1
Knik_6810,1,5,5,6810,True,0
Knik_811,1,0,1,811,True,1
Knike_432,1,0,1,432,True,1
Knike_4408,1,1,1,4408,True,0
Knike_4752,1,0,1,4752,True,1
Knike_5351,1,0,1,5351,True,1
Knike_5983,2,1,2,5983,False,1
Knité_1284,1,1,1,1284,True,0
Kniva_1785,1,0,1,1785,True,1
Kniva_2596,1,1,1,2596,True,0
Knocke_3450,1,2,2,3450,True,0
Knoxonway_1038,1,0,1,1038,True,1
Knoxonway_6402,2,1,4,6402,False,3
Knoxtones_1937,1,0,1,1937,True,1
Knoxtones_4252,1,1,1,4252,True,0
Knoxtones_5122,1,1,1,5122,True,0
Kochroeders_314,1,0,1,314,True,1
Kochroeders_6007,1,1,1,6007,True,0
Kra_2919,1,3,3,2919,True,0
Kra_5541,1,1,1,5541,True,0
Kra_593,1,0,1,593,True,1
Kra_7321,1,1,1,7321,True,0
Kraie_347,1,0,1,347,True,1
Kraie_5354,1,0,1,5354,True,1
Kraie_925,2,2,3,925,False,1
Krake_4324,2,2,3,4324,False,1
Krake_5454,1,0,1,5454,True,1
Kramorry_7858,1,0,3,7858,True,3
Kramorry_8624,1,0,2,8624,True,2
Kramosley_250,1,0,1,250,True,1
Kramosley_3921,1,1,1,3921,True,0
Kramosley_4650,1,0,1,4650,True,1
Kramosley_5956,1,0,1,5956,True,1
Kramosley_6431,2,1,3,6431,False,2
Kramosley_750,1,0,1,750,True,1
Krampbelles_3329,1,1,1,3329,True,0
Krampbelles_6800,1,1,1,6800,True,0
Kuche_1371,1,0,1,1371,True,1
Laai_1764,2,1,2,1764,False,1
Lacke_2168,2,1,2,2168,False,1
Lacke_7037,1,0,1,7037,True,1
Lacke_7057,1,0,1,7057,True,1
Lacke_8848,1,1,1,8848,True,0
Lake_1133,1,1,1,1133,True,0
Lake_3113,1,2,2,3113,True,0
Lamberguson_2571,1,1,1,2571,True,0
Lamberguson_4915,1,0,1,4915,True,1
Lamberguson_572,1,0,1,572,True,1
Lambles_1234,1,1,1,1234,True,0
Lambles_174,1,0,1,174,True,1
Lambles_3945,1,0,1,3945,True,1
Lambles_7336,1,0,1,7336,True,1
Lambles_7820,1,1,1,7820,True,0
Lambles_859,1,1,1,859,True,0
Lambleyoun_3874,2,1,2,3874,False,1
Lambleyoun_5209,1,1,1,5209,True,0
Lambleyoun_5303,2,2,3,5303,False,1
Lambleyoun_6394,1,1,1,6394,True,0
Lambucketty_6101,1,0,1,6101,True,1
Lambucketty_6861,1,1,1,6861,True,0
Lambucketty_9041,1,1,1,9041,True,0
Lancis_1195,1,1,1,1195,True,0
Lancis_50,1,0,1,50,True,1
Lancock_1236,1,0,1,1236,True,1
Lancock_4787,1,0,1,4787,True,1
Landolphrey_2173,1,1,1,2173,True,0
Landolphrey_5951,1,0,1,5951,True,1
Landolphrey_8900,1,0,1,8900,True,1
Langatein_5252,1,1,1,5252,True,0
Langatein_5406,1,0,1,5406,True,1
Lanks_1368,1,0,1,1368,True,1
Lanks_1817,1,0,1,1817,True,1
Lanks_879,1,0,1,879,True,1
Lansuffle_1976,2,4,5,1976,False,1
Lapie_3237,2,1,3,3237,False,2
Lardsonald_2629,1,0,1,2629,True,1
Lardsonald_2846,1,1,1,2846,True,0
Lardsonald_5236,1,1,1,5236,True,0
Lardsonald_7422,1,0,1,7422,True,1
Lardy_3600,1,1,1,3600,True,0
Lardy_4720,1,1,1,4720,True,0
Lardy_7013,1,1,1,7013,True,0
Larks_4391,1,1,1,4391,True,0
Larks_6526,2,1,2,6526,False,1
Larlowelley_2550,1,1,1,2550,True,0
Larlowelley_2857,1,0,1,2857,True,1
Late_2231,1,0,1,2231,True,1
Late_9032,1,0,1,9032,True,1
Laturive_6331,1,1,1,6331,True,0
Leblanchez_2872,1,1,1,2872,True,0
Leblanchez_3169,1,1,1,3169,True,0
Leblanchez_3801,1,0,1,3801,True,1
Leblanchez_8319,1,0,1,8319,True,1
Leetersoney_1026,1,0,1,1026,True,1
Leetersoney_2740,1,1,1,2740,True,0
Leetersoney_99,1,0,1,99,True,1
Leeves_2461,1,0,1,2461,True,1
Leeves_3363,1,0,2,3363,True,2
Leeves_67,2,2,3,67,False,1
Lendly_4147,1,2,2,4147,True,0
Lendly_6951,1,1,1,6951,True,0
Leodger_2670,1,0,1,2670,True,1
Leodger_36,1,0,1,36,True,1
Leodger_7336,1,0,1,7336,True,1
Leodger_876,1,0,1,876,True,1
Leodger_915,1,0,1,915,True,1
Leonadorsen_7229,1,0,1,7229,True,1
Leonadorsen_9134,1,0,1,9134,True,1
Leonaldez_1799,1,0,1,1799,True,1
Leonaldez_2063,1,0,1,2063,True,1
Leonaldez_4530,1,0,1,4530,True,1
Leonaldez_8466,1,0,1,8466,True,1
Leonzaley_1031,1,0,1,1031,True,1
Leonzaley_2258,1,1,1,2258,True,0
Leonzaley_2762,1,0,2,2762,True,2
Leonzaley_3584,1,1,1,3584,True,0
Leonzaley_4899,1,2,2,4899,True,0
Lepie_2565,2,1,2,2565,False,1
Lerez_1410,1,0,1,1410,True,1
Lerez_2445,1,0,1,2445,True,1
Lerez_4019,1,1,1,4019,True,0
Lerez_6681,1,1,1,6681,True,0
Lerez_685,1,0,1,685,True,1
Lerez_7021,1,1,1,7021,True,0
Leson_2726,1,0,1,2726,True,1
Leson_7839,1,0,1,7839,True,1
Lessonerry_1174,1,1,1,1174,True,0
Leste_1002,2,2,3,1002,False,1
Leste_7475,1,2,2,7475,True,0
Leste_7719,1,1,1,7719,True,0
Letie_6482,2,2,3,6482,False,1
Leton_1280,1,1,1,1280,True,0
Lette_1439,1,0,2,1439,True,2
Letty_5354,1,0,1,5354,True,1
Letty_7367,1,0,2,7367,True,2
Lewinez_3180,1,0,1,3180,True,1
Lewinez_7763,1,0,1,7763,True,1
Lewinez_8371,1,1,1,8371,True,0
Lewinez_8821,1,1,1,8821,True,0
Lewinez_961,1,1,1,961,True,0
Lewinton_5594,1,0,1,5594,True,1
Lewinton_729,1,1,1,729,True,0
Lewintos_1826,1,0,1,1826,True,1
Lewintos_3613,1,1,1,3613,True,0
Lewintos_6077,1,1,1,6077,True,0
Lewintos_6222,1,0,1,6222,True,1
Lewintos_6317,1,0,1,6317,True,1
Lisholtery_7660,1,1,1,7660,True,0
Lisholtery_8569,1,1,1,8569,True,0
Listive_4031,1,2,2,4031,True,0
Listive_4990,1,0,1,4990,True,1
Listive_6827,2,3,4,6827,False,1
Listive_9038,1,1,1,9038,True,0
Litthews_2124,1,0,1,2124,True,1
Litthews_3195,2,1,6,3195,False,5
Litthews_3758,2,1,2,3758,False,1
Litthews_3832,1,0,1,3832,True,1
Litthews_5133,2,2,4,5133,False,2
Litthews_8840,1,0,1,8840,True,1
Llobsoney_3326,1,0,1,3326,True,1
Llobsoney_5137,1,1,1,5137,True,0
Llobsoney_5800,1,0,1,5800,True,1
Llobsoney_7922,1,0,1,7922,True,1
Llobsoney_8785,2,1,2,8785,False,1
Llobsoney_9003,1,1,1,9003,True,0
Llonovancis_1001,1,0,1,1001,True,1
Llonovancis_3546,1,0,1,3546,True,1
Llovers_2480,1,0,1,2480,True,1
Llovers_6929,1,3,3,6929,True,0
Logannon_1149,1,1,1,1149,True,0
Logannon_1626,1,0,1,1626,True,1
Logannon_4165,1,1,1,4165,True,0
Logannon_6301,1,0,1,6301,True,1
Logannon_8027,1,0,1,8027,True,1
Lopelases_1615,2,1,2,1615,False,1
Lopelases_2486,1,0,2,2486,True,2
Lopelases_2820,1,1,1,2820,True,0
Lopelases_6184,1,1,1,6184,True,0
Lopelases_7647,1,0,1,7647,True,1
Lopelases_8457,1,0,1,8457,True,1
Lopelases_9161,2,1,2,9161,False,1
Loring_7351,1,1,1,7351,True,0
Loverceson_3710,1,0,3,3710,True,3
Loverceson_4151,1,1,1,4151,True,0
Loverceson_8441,1,1,1,8441,True,0
Loverthyo_4401,1,2,2,4401,True,0
Loverthyo_5374,1,1,1,5374,True,0
Loverthyo_5863,2,1,2,5863,False,1
Loverthyo_8868,1,1,1,8868,True,0
Loway_1903,1,0,1,1903,True,1
Loway_2105,1,0,1,2105,True,1
Loway_2560,2,1,3,2560,False,2
Loway_3704,1,0,1,3704,True,1
Loway_4300,1,1,1,4300,True,0
Loway_4432,1,0,1,4432,True,1
Loway_4497,1,0,1,4497,True,1
Loway_4605,1,0,1,4605,True,1
Loway_5471,1,0,1,5471,True,1
Loway_8063,1,0,1,8063,True,1
Lowelliott_1389,1,1,1,1389,True,0
Lowelliott_4001,2,4,6,4001,False,2
Lowelliott_5475,1,0,1,5475,True,1
Lowelliott_6541,1,0,1,6541,True,1
Lowerrudy_5015,1,0,1,5015,True,1
Lowerrudy_7757,1,1,1,7757,True,0
Lunapperts_4814,1,1,1,4814,True,0
Lunapperts_7517,1,0,1,7517,True,1
Lunapperts_8694,2,1,3,8694,False,2
Lunapperts_9174,1,1,1,9174,True,0
Lunapperts_951,1,1,1,951,True,0
Lynnerett_1651,1,1,1,1651,True,0
Lynnerett_1960,1,2,2,1960,True,0
Lynnerett_5618,1,1,1,5618,True,0
Lynnerett_6091,2,1,2,6091,False,1
Lynnerett_6622,2,1,2,6622,False,1
Macdonadows_1416,1,0,1,1416,True,1
Macdonadows_2118,1,0,1,2118,True,1
Mad_7051,1,0,1,7051,True,1
Mad_8714,1,1,1,8714,True,0
Madan_1528,1,1,1,1528,True,0
Madan_3458,1,1,1,3458,True,0
Madan_5692,1,0,1,5692,True,1
Maging_5842,1,1,1,5842,True,0
Maglible_9158,1,1,1,9158,True,0
Maie_3553,1,0,1,3553,True,1
Make_1311,2,1,3,1311,False,2
Make_1698,1,1,1,1698,True,0
Make_73,1,0,1,73,True,1
Make_8559,2,2,3,8559,False,1
Maldon_8036,1,0,2,8036,True,2
Mallerez_1656,1,0,1,1656,True,1
Mallerez_4498,1,0,1,4498,True,1
Mallerez_482,1,0,2,482,True,2
Mallerez_9159,1,1,1,9159,True,0
Mallerez_9254,1,0,1,9254,True,1
Malliamsey_3247,1,0,1,3247,True,1
Malliamsey_883,1,0,1,883,True,1
Malliamsey_8988,1,0,2,8988,True,2
Malliamsey_9118,1,2,2,9118,True,0
Mallisly_6066,2,1,3,6066,False,2
Mallisly_8023,1,2,2,8023,True,0
Man_1485,1,1,1,1485,True,0
Manda_4295,1,2,2,4295,True,0
Manda_5974,1,1,1,5974,True,0
Mander_2928,2,1,2,2928,False,1
Mander_4278,1,1,1,4278,True,0
Mander_5452,1,1,1,5452,True,0
Mandez_6396,1,0,1,6396,True,1
Mane_3390,1,1,1,3390,True,0
Mane_348,1,2,2,348,True,0
Mane_5976,1,0,1,5976,True,1
Manie_3558,2,1,2,3558,False,1
Manie_6017,1,2,2,6017,True,0
Manie_6268,1,1,1,6268,True,0
Mare_1330,1,0,1,1330,True,1
Mare_28,1,0,1,28,True,1
Mare_6671,2,2,3,6671,False,1
Marshopper_445,1,0,2,445,True,2
Marshopper_5706,1,1,1,5706,True,0
Marson_2861,1,1,1,2861,True,0
Marson_4739,1,1,1,4739,True,0
Masquez_1322,1,1,1,1322,True,0
Masquez_2180,1,0,1,2180,True,1
Masquez_4367,1,1,1,4367,True,0
Masquez_5288,1,1,1,5288,True,0
Mathison_2513,1,0,1,2513,True,1
Mathison_5145,1,1,1,5145,True,0
Mathison_5557,1,1,1,5557,True,0
Mathison_8291,1,1,1,8291,True,0
Matimple_7870,1,1,1,7870,True,0
Matoltuble_5466,2,1,2,5466,False,1
Matoltuble_5647,1,2,2,5647,True,0
Matoltuble_6045,1,0,1,6045,True,1
Matts_1187,1,0,3,1187,True,3
Matts_1925,1,0,1,1925,True,1
Matts_4129,1,0,1,4129,True,1
Matts_6593,2,1,2,6593,False,1
Matts_7741,1,0,2,7741,True,2
Maxled_4782,2,1,4,4782,False,3
Mayder_1342,1,0,1,1342,True,1
Mayder_2131,1,0,1,2131,True,1
Mayder_2717,1,0,1,2717,True,1
Mayder_8983,1,0,1,8983,True,1
Maynardner_1957,1,0,1,1957,True,1
Maynardner_5736,1,0,1,5736,True,1
Maynardner_5837,1,0,1,5837,True,1
Maynardner_7841,1,0,2,7841,True,2
Maynardner_870,1,0,1,870,True,1
Maynardner_9120,1,0,1,9120,True,1
Mayods_1384,2,3,5,1384,False,2
Mayods_3750,1,0,2,3750,True,2
Mayods_3915,1,1,1,3915,True,0
Mayods_7916,1,0,1,7916,True,1
Mayson_4661,1,0,1,4661,True,1
Mayson_4714,1,0,1,4714,True,1
Mayson_7053,1,0,1,7053,True,1
Mayson_8610,1,1,1,8610,True,0
Mayson_8967,1,0,1,8967,True,1
Maystuarey_4608,1,1,1,4608,True,0
Maystuarey_5175,1,0,1,5175,True,1
Maystuarey_6228,1,1,1,6228,True,0
Maystuarey_6243,1,1,1,6243,True,0
Mcbriddley_2774,1,0,1,2774,True,1
Mcbriddley_6174,1,0,2,6174,True,2
Mcbriddley_7343,1,0,1,7343,True,1
Mcbriddley_8130,1,0,3,8130,True,3
Mcbriddley_8217,1,0,1,8217,True,1
Mcbriggins_2268,1,0,1,2268,True,1
Mcbriggins_8598,2,2,3,8598,False,1
Mcbriguez_4983,1,1,1,4983,True,0
Mcbritts_1040,1,1,1,1040,True,0
Mcbritts_2929,1,1,1,2929,True,0
Mcbritts_736,1,0,1,736,True,1
Mccard_4537,1,0,1,4537,True,1
Mccard_7168,1,1,1,7168,True,0
Mccarry_2332,1,0,1,2332,True,1
Mccarry_4486,1,1,1,4486,True,0
Mccarry_4871,1,0,1,4871,True,1
Mccarry_507,1,1,1,507,True,0
Mccarry_5687,1,0,1,5687,True,1
Mccarveymon_1458,1,0,1,1458,True,1
Mccarveymon_3499,1,0,2,3499,True,2
Mccarveymon_3935,1,0,1,3935,True,1
Mccarveymon_6833,1,1,1,6833,True,0
Mccarveymon_705,1,1,1,705,True,0
Mccarveymon_9106,1,0,1,9106,True,1
Mcclayton_447,1,1,1,447,True,0
Mcclayton_591,1,0,1,591,True,1
Mcclayton_7523,1,1,1,7523,True,0
Mcculley_3648,1,0,1,3648,True,1
Mcculley_8798,1,0,1,8798,True,1
Mcdanield_277,1,1,1,277,True,0
Mcdanield_4500,1,0,1,4500,True,1
Mcdanield_480,1,0,1,480,True,1
Mcdanield_6136,1,0,1,6136,True,1
Mcdanield_6502,1,1,1,6502,True,0
Mcdanield_9103,1,0,1,9103,True,1
Mcdon_1048,1,1,1,1048,True,0
Mcdowns_1558,1,0,1,1558,True,1
Mcdowns_3724,1,1,1,3724,True,0
Mcdowns_6032,1,0,1,6032,True,1
Mcdowns_7821,1,0,1,7821,True,1
Mcfaddennon_20,1,0,2,20,True,2
Mcfaddennon_207,1,0,1,207,True,1
Mcfaddennon_4063,1,1,1,4063,True,0
Mcfaddennon_6862,2,1,2,6862,False,1
Mcfaddenson_2254,1,0,1,2254,True,1
Mcfaddenson_3076,1,1,1,3076,True,0
Mcfaddenson_5934,1,1,1,5934,True,0
Mcfaddenson_7068,1,0,1,7068,True,1
Mcfaddoxter_3201,1,0,1,3201,True,1
Mcfaddoxter_6718,2,1,3,6718,False,2
Mcfarley_1798,1,0,1,1798,True,1
Mcfarley_3068,1,0,1,3068,True,1
Mcfarley_4395,1,0,1,4395,True,1
Mcfarley_6503,1,0,1,6503,True,1
Mcfarley_6816,1,1,1,6816,True,0
Mcfarleys_5569,1,0,1,5569,True,1
Mcfarleys_6591,1,0,1,6591,True,1
Mcfarmerson_791,1,0,1,791,True,1
Mcfarmerson_8068,1,0,1,8068,True,1
Mcgoway_2837,1,0,1,2837,True,1
Mcgoway_3582,1,1,1,3582,True,0
Mcgoway_4646,1,1,1,4646,True,0
Mcgoway_5696,1,1,1,5696,True,0
Mcgoway_5785,1,0,1,5785,True,1
Mcgoway_6776,1,0,1,6776,True,1
Mcgowaymond_1379,1,0,1,1379,True,1
Mcgowaymond_1710,1,1,1,1710,True,0
Mcgowaymond_2417,1,0,1,2417,True,1
Mcguirez_1259,1,0,1,1259,True,1
Mcguirez_3116,1,0,1,3116,True,1
Mcguirez_3930,1,0,1,3930,True,1
Mcguirez_520,1,0,1,520,True,1
Mcguirez_5758,1,1,1,5758,True,0
Mcinton_2793,1,1,1,2793,True,0
Mcinton_3822,1,0,1,3822,True,1
Mcinton_6745,1,0,1,6745,True,1
Mcinton_6746,1,1,1,6746,True,0
Mcinton_7323,1,0,1,7323,True,1
Mcinton_8836,1,0,2,8836,True,2
Mcintons_2714,1,0,1,2714,True,1
Mcintons_7050,1,1,1,7050,True,0
Mcintons_7521,1,0,1,7521,True,1
Mckinn_2167,1,0,1,2167,True,1
Mckinn_2505,1,0,2,2505,True,2
Mckinn_3131,1,1,1,3131,True,0
Mckinn_4979,1,0,1,4979,True,1
Mckinn_5224,1,0,1,5224,True,1
Mckinn_7462,1,1,1,7462,True,0
Mckinn_9185,1,1,1,9185,True,0
Mckins_4999,1,0,1,4999,True,1
Mckins_8884,1,1,1,8884,True,0
Mckinsond_1213,1,1,1,1213,True,0
Mckinsond_313,1,4,4,313,True,0
Mckinsond_3745,1,0,1,3745,True,1
Mckinsond_8320,1,1,1,8320,True,0
Mckinsond_8856,1,1,1,8856,True,0
Mckinsond_9217,1,1,1,9217,True,0
Mckinsond_9270,1,1,1,9270,True,0
Mclainez_103,2,2,3,103,False,1
Mclainez_2419,1,1,1,2419,True,0
Mclainez_4016,1,0,1,4016,True,1
Mclainez_5608,1,1,1,5608,True,0
Mclardson_3824,1,1,1,3824,True,0
Mclardson_4171,1,0,1,4171,True,1
Mclardson_5243,1,1,1,5243,True,0
Mclardson_7388,1,1,1,7388,True,0
Mclardson_770,2,1,5,770,False,4
Mclardson_7816,1,1,1,7816,True,0
Mclarseney_7769,1,0,1,7769,True,1
Mclarseney_8827,1,1,1,8827,True,0
Mclarseney_8886,2,1,3,8886,False,2
Mclarseney_9190,1,1,1,9190,True,0
Mcleandez_3504,1,1,1,3504,True,0
Mcleandez_4517,1,0,1,4517,True,1
Mcleaney_1440,1,0,1,1440,True,1
Mcleaney_357,1,0,1,357,True,1
Mcleaney_4678,1,0,1,4678,True,1
Mcleaney_4895,1,1,1,4895,True,0
Mcmahoney_170,1,0,1,170,True,1
Mcmahoney_3692,1,0,1,3692,True,1
Mcmahoney_6907,1,1,1,6907,True,0
Mcmahoney_7780,1,1,1,7780,True,0
Mcneiderson_3136,1,1,1,3136,True,0
Mcneiderson_373,1,0,1,373,True,1
Mcneiderson_9176,1,1,1,9176,True,0
Mcneiley_1099,1,0,1,1099,True,1
Mcneiley_1170,1,0,1,1170,True,1
Mcneiley_5915,1,0,1,5915,True,1
Mcneiley_6694,1,1,1,6694,True,0
Mcneiley_7509,1,0,1,7509,True,1
Mcneiley_8315,1,0,1,8315,True,1
Mcphernard_2458,1,1,1,2458,True,0
Mcphernard_3821,1,0,1,3821,True,1
Mcphernard_4838,1,0,1,4838,True,1
Mcphernard_4956,1,1,1,4956,True,0
Mcphernard_7031,1,1,1,7031,True,0
Mcphernard_7040,1,1,1,7040,True,0
Mcphernard_8192,1,0,1,8192,True,1
Meadoney_2897,1,1,1,2897,True,0
Meadoney_3221,1,0,1,3221,True,1
Meadoney_7259,1,1,1,7259,True,0
Meake_1884,1,0,1,1884,True,1
Meake_2267,1,1,1,2267,True,0
